name,model,material,size,buckle,color,image,store_url,sort
소프트 마그넷 링크 실리콘 스트랩,미밴드10/ 9 / 8,실리콘,퀵릴리즈,마그네틱,"블랙오렌지, 네이비블루, 버건디블랙, 그레이오렌지, 스타라이트오렌지, 핑크오렌지, 핑크스카이, 스카이스타라이트, 베이지그레이, 화이트블랙",https://heyjyu.github.io/spaceshied-catalog/images/16_25.jpg,,381
마그넷 링크 실리콘 스트랩,미밴드10/ 9 / 8,실리콘,퀵릴리즈,마그네틱,"화이트블랙, 블랙오렌지,네이비블루, 샌드핑크스카이, 스타라이트오렌지, 스타라이트샌드핑크, 스카이스타라이트, 민트스타라이트, 딥핑크스타라이트, 스타라이트, 핫핑크, 라벤더",https://heyjyu.github.io/spaceshied-catalog/images/16_26.jpg,,382
듀오 매트 그레인 마그넷 링크 실리콘 스트랩,미밴드10/ 9 / 8,실리콘,퀵릴리즈,마그네틱,,https://heyjyu.github.io/spaceshied-catalog/images/16_27.jpg,,383
매트 그레인 마그넷 링크 실리콘 스트랩,미밴드10/ 9 / 8,실리콘,퀵릴리즈,마그네틱,"블랙, 블랙오렌지, 오렌지블랙, 미드나잇블루, 다크그레이, 카키블랙, 스타라이트, 스타오렌지, 스타스카이, 샌드스타라이트, 화이트, 라임",https://heyjyu.github.io/spaceshied-catalog/images/16_28.jpg,,384
러기드 아머 일체형 실리콘 스트랩 (*2025 신규),미밴드10/ 9 / 8,실리콘,일체형,일체형,"블랙그레이,블랙레드,블랙민트 미드나잇그레이,그린그레이,버건디그레이 오렌지그레이,옐로우화이트,스카이화이트 화이트블랙",https://heyjyu.github.io/spaceshied-catalog/images/16_29.jpg,,385
스트릿 엣지 실리콘 스트랩,미밴드10/ 9 / 8,실리콘,퀵릴리즈,,"블랙,미드나잇블루,화이트 오렌지, 스카이,샌드핑크 실버, 딥그레이, 카키 스타라이트",https://heyjyu.github.io/spaceshied-catalog/images/16_30.jpg,,386
클리어 젤리 TPU 일체형 스트랩,미밴드10/ 9 / 8,TPU,일체형,일체형,"투명,블랙,핑크, 옐로우,그린,민트 퍼플",https://heyjyu.github.io/spaceshied-catalog/images/16_31.jpg,,387
미밴드 8 올인원 케이스 (9에서는 러기드임) 미밴드 9 올인원 케이스 (8과 디자인 다름),미밴드10/ 9 / 8,PC,케이스,,"블랙,미드나잇블루,투명,샌드핑크,화이트,다크그린",https://heyjyu.github.io/spaceshied-catalog/images/16_32.jpg,,388
미밴드 10 올인원 케이스 (* 단독 호환),미밴드10/ 9 / 8,PC,,,"블랙,미드나잇블루, 투명, 샌드핑크,화이트, 다크그린,스타라이트",https://heyjyu.github.io/spaceshied-catalog/images/16_33.jpg,,389
러기드 스포츠 강화유리 일체형 케이스 (*9 호환),미밴드10/ 9 / 8,PC,케이스,일체형,"블랙, 미드나잇블루,샌드핑크, 스카이, 알파인그린 스타라이트,투명",,,390
러기드 스포츠 강화유리 PC 하드 케이스 (*10호환),미밴드10/ 9 / 8,PC,케이스,,"*10부터 다크그린 삭제* 블랙, 미드나잇블루,샌드핑크, 스카이, 알파인그린 스타라이트,투명",https://heyjyu.github.io/spaceshied-catalog/images/16_35.jpg,,391
TPU 풀커버 케이스 (*8~9),미밴드10/ 9 / 8,TPU,케이스,,"투명,블랙,스타라이트 로즈핑크,블루,알파인그린",https://heyjyu.github.io/spaceshied-catalog/images/16_36.jpg,,392
TPU 풀커버 케이스 (*10 단독 호환),미밴드10/ 9 / 8,TPU,케이스,,"블랙,실버,골드 로즈골드,로즈핑크,투명",https://heyjyu.github.io/spaceshied-catalog/images/16_37.jpg,,393
샤인 큐빅 범퍼 케이스,미밴드10/ 9 / 8,PC,케이스,,"투명,블랙,실버,로즈골드,스타라이트",https://heyjyu.github.io/spaceshied-catalog/images/16_38.jpg,,394
미밴드 10 네코 블링 캣,미밴드10/ 9 / 8,PC,케이스,,,https://heyjyu.github.io/spaceshied-catalog/images/16_39.jpg,,395
미밴드 9 네코 블링 캣,미밴드10/ 9 / 8,PC,케이스,,,https://heyjyu.github.io/spaceshied-catalog/images/16_40.jpg,,396
아머 플렉스 PMMA 필름 3매,미밴드10/ 9 / 8,PMMA,필름,,투명,https://heyjyu.github.io/spaceshied-catalog/images/16_41.jpg,,397
아머 플렉스 TPU 우레탄 자가복원 풀커버 필름 3매,미밴드10/ 9 / 8,TPU,필름,,투명,,,398
미밴드 시리즈 호환 스탠다드 분실방지 거치 논슬립 실리콘 클립 2P SET,미밴드10/ 9 / 8,실리콘,클립,,블랙 + 블랙 미드나잇블루 + 블랙 오렌지 + 블랙,https://heyjyu.github.io/spaceshied-catalog/images/16_43.jpg,,399
샤오미 미밴드 10 호환 충전 케이블 1m USB-A타입 충전 케이블 1m 시트 참고,미밴드10/ 9 / 8,-,충전 용품,,"화이트,블랙",https://heyjyu.github.io/spaceshied-catalog/images/16_44.jpg,,400
샤오미 미밴드 10 호환 테크아트 거치 스탠드 충전 크래들 1m USB-A타입 테크 아트 충전 크래들 시트 참고,미밴드10/ 9 / 8,-,충전 용품,,블랙,https://heyjyu.github.io/spaceshied-catalog/images/16_45.jpg,,401
오션 실리콘 스트랩,미밴드10/ 9 / 8,실리콘,퀵릴리즈,,,https://heyjyu.github.io/spaceshied-catalog/images/16_46.jpg,,402
샤오미 미밴드 10 호환 스틸 스트랩 + 올인원 PC 강화유리 케이스 2in1 세트,미밴드10 SET,,55*190*17,,블랙+블랙 실버+투명,,,403
샤오미 미밴드 10 호환 프리미엄 메탈 스트랩 + 올인원 PC 강화유리 케이스 2in1 세트,미밴드10 SET,,55*190*17,,블랙+블랙 실버+투명 스타라이트 + 스타라이트,https://heyjyu.github.io/spaceshied-catalog/images/17_2.jpg,,404
샤오미 미밴드 10 호환 체인 브레이슬릿 메탈 스트랩 + 샤인 큐빅 범퍼 케이스 2in1 세트,미밴드10 SET,,55*190*17,,",블랙 + 블랙 ,실버 + 실버 ,로즈골드 + 로즈골드 ,스타라이트 + 스타라이트",https://heyjyu.github.io/spaceshied-catalog/images/17_3.jpg,,405
샤오미 미밴드 10 호환 프리미엄 모노 스포츠루프 스트랩 + 풀커버 케이스 2in1 세트,미밴드10 SET,,55*190*17,스포츠루프,"블랙+블랙, 리플렉티드블랙+블랙, 케이프블루+투명, 네이비핑크+투명, 파파야+투명, 실버화이트+투명, 밀크화이트+투명, 펄핑크+투명, 레인보우B+투명,",https://heyjyu.github.io/spaceshied-catalog/images/17_4.jpg,,406
샤오미 미밴드 10 호환 마그네틱 브레이드 스트랩 + 올인원 PC 강화유리 투명 케이스 2in1 세트,미밴드10 SET,,55*190*17,마그네틱,"* 올인원 투명으로 통일 * 블랙+투명, 스타라이트+투명, 스타포인트+투명, 체리블러썸+투명, 라이트버건디+투명, 다크그린+투명, 스타라이트블랙+투명, 샤이닝블랙+투명, 레인보우+투명, 인디고+투명",https://heyjyu.github.io/spaceshied-catalog/images/17_5.jpg,,407
샤오미 미밴드 10 호환 베이직 실리콘 스트랩 + 풀커버 케이스 2in1 세트,미밴드10 SET,,55*190*17,,"블랙+블랙 미드나잇블루+투명, 화이트+투명, 샌드핑크+로즈핑크 다크그린+투명 스카이+투명 그레이+투명, 오렌지+투명, 레드+투명, 민트+투명, 블루+투명, 라벤더+투명",https://heyjyu.github.io/spaceshied-catalog/images/17_6.jpg,,408
샤오미 미밴드 10 호환 스포티 실리콘 스트랩 + 올인원 PC 강화유리 케이스 2in1 세트,미밴드10 SET,,55*190*17,,"블랙화이트+블랙, 블랙그레이+블랙, 블랙레드+블랙, 블랙옐로우+블랙, 블랙블루+블랙, 네이비화이트+투명, 올리브화이트+투명, 민트화이트+투명,",https://heyjyu.github.io/spaceshied-catalog/images/17_7.jpg,,409
샤오미 미밴드 10 호환 에어슬로프 밸크로 나일론 패브릭 스트랩 + 올인원 PC 강화유리 투명 케이스 2in1 세트,미밴드10 SET,,55*190*17,,"블랙+투명 , 실버+투명, 미드나잇블루+투명, 오렌지+투명, 샌드핑크+투명, 라벤더+투명 카키,+투명 올리브+투명 스타라이트+투명",https://heyjyu.github.io/spaceshied-catalog/images/17_8.jpg,,410
샤오미 미밴드 10 호환 비건 레더 싱글 체인 메탈 스트랩 + 올인원 PC 강화유리 투명 케이스 2in1 세트,미밴드10 SET,,55*190*17,,블랙&블랙+투명 실버&블랙+투명 로즈골드&화이트+투명 실버&화이트+투명 실버&베리핑크+투명 로즈골드&베리핑크+투명,https://heyjyu.github.io/spaceshied-catalog/images/17_9.jpg,,411
어메이즈핏 티렉스 호환 베이직 버클 실리콘 스트랩 (*티렉스 1),티렉스 라인업,실리콘,티렉스 전용,버클,,https://heyjyu.github.io/spaceshied-catalog/images/20_2.jpg,,412
어메이즈핏 티렉스 3 호환 스탠다드 투톤 실리콘 스트랩,티렉스 라인업,실리콘,티렉스 3 전용,,,https://heyjyu.github.io/spaceshied-catalog/images/20_3.jpg,,413
어메이즈핏 티렉스 3 호환 스탠다드 버클 실리콘 스트랩,티렉스 라인업,실리콘,티렉스 3 전용,버클,,https://heyjyu.github.io/spaceshied-catalog/images/20_4.jpg,,414
어메이즈핏 티렉스 3 프로 48mm 호환 스탠다드 버클 실리콘 스트랩,티렉스 라인업,실리콘,티렉스 3 프로 48mm 전용,버클,,https://heyjyu.github.io/spaceshied-catalog/images/20_5.jpg,,415
어메이즈핏 티렉스 3 프로 44mm 호환 스탠다드 버클 실리콘 스트랩,티렉스 라인업,실리콘,티렉스 3 프로 44mm 전용,버클,,https://heyjyu.github.io/spaceshied-catalog/images/20_6.jpg,,416
베이직 실리콘 스트랩,보이스캐디 Gift SET,실리콘,22mm,,,https://heyjyu.github.io/spaceshied-catalog/images/22_2.jpg,,417
버튼 베이직 실리콘 스트랩,보이스캐디 Gift SET,실리콘,22mm,버튼,,https://heyjyu.github.io/spaceshied-catalog/images/22_3.jpg,,418
버튼형 스포티 스트랩,보이스캐디 Gift SET,실리콘,22mm,버튼,,https://heyjyu.github.io/spaceshied-catalog/images/22_4.jpg,,419
디버클 마그네틱 스포티 실리콘 스트랩,보이스캐디 Gift SET,실리콘,22mm,디버클(마그네틱),,https://heyjyu.github.io/spaceshied-catalog/images/22_5.jpg,,420
어반 실리콘 스트랩,보이스캐디 Gift SET,실리콘,22mm,,,https://heyjyu.github.io/spaceshied-catalog/images/22_6.jpg,,421
디버클 마그네틱 실리콘 스트랩,보이스캐디 Gift SET,실리콘,22mm,디버클(마그네틱),,https://heyjyu.github.io/spaceshied-catalog/images/22_7.jpg,,422
펀칭 실리콘 스트랩,보이스캐디 Gift SET,실리콘,22mm,,,https://heyjyu.github.io/spaceshied-catalog/images/22_8.jpg,,423
와플 패턴 실리콘 스트랩,보이스캐디 Gift SET,실리콘,22mm,,,https://heyjyu.github.io/spaceshied-catalog/images/22_9.jpg,,424
스트릿 엣지 실리콘 스트랩,보이스캐디 Gift SET,실리콘,22mm,,,https://heyjyu.github.io/spaceshied-catalog/images/22_10.jpg,,425
소프트 마그넷 링크 실리콘 스트랩,보이스캐디 Gift SET,실리콘,22mm,마그네틱,,https://heyjyu.github.io/spaceshied-catalog/images/22_11.jpg,,426
디버클 블랜드 투톤 실리콘 스트랩,보이스캐디 Gift SET,실리콘,22mm,디버클(마그네틱),,https://heyjyu.github.io/spaceshied-catalog/images/22_12.jpg,,427
디버클 오션 실리콘 스트랩,보이스캐디 Gift SET,실리콘,22mm,디버클(마그네틱),,https://heyjyu.github.io/spaceshied-catalog/images/22_13.jpg,,428
모노 스포츠루프 스트랩,보이스캐디 Gift SET,패브릭,22mm,스포츠루프,,https://heyjyu.github.io/spaceshied-catalog/images/22_14.jpg,,429
브레이드 스트랩,보이스캐디 Gift SET,패브릭,22mm,브레이드,,https://heyjyu.github.io/spaceshied-catalog/images/22_15.jpg,,430
마그넷 브레이드,보이스캐디 Gift SET,패브릭,22mm,마그네틱,,https://heyjyu.github.io/spaceshied-catalog/images/22_16.jpg,,431
버클 브레이드 스트랩,보이스캐디 Gift SET,패브릭,22mm,브레이드,,https://heyjyu.github.io/spaceshied-catalog/images/22_17.jpg,,432
마그넷 루프 스트랩,보이스캐디 Gift SET,패브릭,22mm,마그네틱,,https://heyjyu.github.io/spaceshied-catalog/images/22_18.jpg,,433
니트 스트랩,보이스캐디 Gift SET,패브릭,22mm,,,https://heyjyu.github.io/spaceshied-catalog/images/22_19.jpg,,434
스트래치 나일론 스트랩,보이스캐디 Gift SET,패브릭,22mm,,,https://heyjyu.github.io/spaceshied-catalog/images/22_20.jpg,,435
풀텝 스포츠루프,보이스캐디 Gift SET,패브릭,22mm,스포츠루프,,https://heyjyu.github.io/spaceshied-catalog/images/22_21.jpg,,436
후크형 트레일 패브릭 나일론 스트랩,보이스캐디 Gift SET,패브릭,22mm,,,https://heyjyu.github.io/spaceshied-catalog/images/22_22.jpg,,437
메탈 스트랩,보이스캐디 Gift SET,메탈,22mm,,,https://heyjyu.github.io/spaceshied-catalog/images/22_23.jpg,,438
(버클) 슬림 메탈 스트랩,보이스캐디 Gift SET,메탈,22mm,버클,,https://heyjyu.github.io/spaceshied-catalog/images/22_24.jpg,,439
일반형 디버클 마그네틱 메탈 스트랩,보이스캐디 Gift SET,메탈,22mm,디버클(마그네틱),,https://heyjyu.github.io/spaceshied-catalog/images/22_25.jpg,,440
스틸 스트랩,보이스캐디 Gift SET,메탈,22mm,,,https://heyjyu.github.io/spaceshied-catalog/images/22_26.jpg,,441
슬림 스틸 스트랩,보이스캐디 Gift SET,메탈,22mm,,,https://heyjyu.github.io/spaceshied-catalog/images/22_27.jpg,,442
쥬빌레 스트랩,보이스캐디 Gift SET,메탈,22mm,,,https://heyjyu.github.io/spaceshied-catalog/images/22_28.jpg,,443
체인 스틸 스트랩,보이스캐디 Gift SET,메탈,22mm,,,https://heyjyu.github.io/spaceshied-catalog/images/22_29.jpg,,444
싱글 체인 레더 스트랩,보이스캐디 Gift SET,가죽,22mm,,,https://heyjyu.github.io/spaceshied-catalog/images/22_30.jpg,,445
레더 체인 스틸 스트랩,보이스캐디 Gift SET,가죽,22mm,,,https://heyjyu.github.io/spaceshied-catalog/images/22_31.jpg,,446
샤인 큐빅 메탈 스트랩,보이스캐디 Gift SET,메탈,22mm,,,https://heyjyu.github.io/spaceshied-catalog/images/22_32.jpg,,447
샤인 큐빅 트리플 스트랩,보이스캐디 Gift SET,메탈,22mm,,,https://heyjyu.github.io/spaceshied-catalog/images/22_33.jpg,,448
샤인 큐빅 슬림 브레이슬릿 스트랩,보이스캐디 Gift SET,가죽,22mm,,,https://heyjyu.github.io/spaceshied-catalog/images/22_34.jpg,,449
싱글 투어 레더 스트랩,보이스캐디 Gift SET,가죽,22mm,,,https://heyjyu.github.io/spaceshied-catalog/images/22_35.jpg,,450
슬림 레더 스트랩,보이스캐디 Gift SET,가죽,22mm,,,https://heyjyu.github.io/spaceshied-catalog/images/22_36.jpg,,451
빈티지 레더 스트랩,보이스캐디 Gift SET,가죽,22mm,,,https://heyjyu.github.io/spaceshied-catalog/images/22_37.jpg,,452
마그네틱 디버클 슬림 레더 스트랩,보이스캐디 Gift SET,가죽,22mm,디버클(마그네틱),,https://heyjyu.github.io/spaceshied-catalog/images/22_38.jpg,,453
코도반,보이스캐디 Gift SET,가죽,22mm,,,https://heyjyu.github.io/spaceshied-catalog/images/22_39.jpg,,454
컴포트핏 버클 나일론 실리콘 스트랩 22mm (*가제),보이스캐디 Gift SET,나일론,22mm,버클,,https://heyjyu.github.io/spaceshied-catalog/images/22_40.jpg,,455
컴포트핏 디버클 나일론 실리콘 스트랩 22mm (*가제),보이스캐디 Gift SET,나일론,22mm,디버클(마그네틱),,https://heyjyu.github.io/spaceshied-catalog/images/22_41.jpg,,456
모노핏 프리미엄 마그네틱 버클 나일론 스트랩,보이스캐디 Gift SET,나일론,22mm,마그네틱,,https://heyjyu.github.io/spaceshied-catalog/images/22_42.jpg,,457
브리즈 포우 레더 스트랩,보이스캐디 Gift SET,가죽,22mm,,,https://heyjyu.github.io/spaceshied-catalog/images/22_43.jpg,,458
에어 위브 프리미엄 마그네틱 버클 나일론 스트랩,보이스캐디 Gift SET,나일론,22mm,마그네틱,,https://heyjyu.github.io/spaceshied-catalog/images/22_44.jpg,,459
에어 슬로프 밸크로 패브릭 나일론 스트랩,보이스캐디 Gift SET,패브릭,22mm,벨크로,,https://heyjyu.github.io/spaceshied-catalog/images/22_45.jpg,,460
러너 스피드 실리콘 스트랩,보이스캐디 Gift SET,실리콘,22mm,,,https://heyjyu.github.io/spaceshied-catalog/images/22_46.jpg,,461
포우 레더 메탈 버클 마그넷 링크 스트랩 22mm,보이스캐디 Gift SET,가죽,22mm,마그네틱,,https://heyjyu.github.io/spaceshied-catalog/images/22_47.jpg,,462
에어핏 스포츠 버튼 투톤 실리콘 스트랩,보이스캐디 Gift SET,실리콘,22mm,버튼,,https://heyjyu.github.io/spaceshied-catalog/images/22_48.jpg,,463
크로코 클래식 포우 레더 스트랩,보이스캐디 Gift SET,가죽,22mm,,,https://heyjyu.github.io/spaceshied-catalog/images/22_49.jpg,,464
투톤 베이직 실리콘 스트랩,보이스캐디 Gift SET,실리콘,22mm,,,https://heyjyu.github.io/spaceshied-catalog/images/22_50.jpg,,465
퓨어 글리터 젤리 투명 스트랩 22mm,보이스캐디 Gift SET,TPU,22mm,,,https://heyjyu.github.io/spaceshied-catalog/images/22_51.jpg,,466
스퍼트 투톤 버클 실리콘 스트랩 22mm,보이스캐디 Gift SET,실리콘,22mm,버클,,https://heyjyu.github.io/spaceshied-catalog/images/22_52.jpg,,467
플렉서블 링크 브레이슬릿 스틸 스트랩 22mm,보이스캐디 Gift SET,스틸,22mm,,,https://heyjyu.github.io/spaceshied-catalog/images/22_53.jpg,,468
후크 투톤 패브릭 나일론 스트랩 22mm (*구 알파인루프 디자인),보이스캐디 Gift SET,패브릭,22mm,루프,,https://heyjyu.github.io/spaceshied-catalog/images/22_54.jpg,,469
듀얼 쉐이드 마그네틱 실리콘 스트랩 22mm,보이스캐디 Gift SET,실리콘,22mm,마그네틱,,https://heyjyu.github.io/spaceshied-catalog/images/22_55.jpg,,470
오션 실리콘 스트랩 22mm,보이스캐디 Gift SET,실리콘,22mm,,,https://heyjyu.github.io/spaceshied-catalog/images/22_56.jpg,,471
런 스플릿 실리콘 스트랩 22mm,보이스캐디 Gift SET,실리콘,22mm,,,https://heyjyu.github.io/spaceshied-catalog/images/22_57.jpg,,472
에어그리드 애슬레틱 버튼 실리콘 스트랩 22mm,보이스캐디 Gift SET,실리콘,22mm,버튼,,https://heyjyu.github.io/spaceshied-catalog/images/22_58.jpg,,473
버티컬 그리드 애슬레틱 실리콘 스트랩 22mm,보이스캐디 Gift SET,실리콘,22mm,,,https://heyjyu.github.io/spaceshied-catalog/images/22_59.jpg,,474
플렉스 니트 하이브리드 버클 나일론 실리콘 스트랩 22mm,보이스캐디 Gift SET,하이브리드,22mm,버클,,https://heyjyu.github.io/spaceshied-catalog/images/22_60.jpg,,475
데님 스티치 하이브리드 디버클 나일론 실리콘 스트랩 22mm,보이스캐디 Gift SET,하이브리드,22mm,디버클(마그네틱),,https://heyjyu.github.io/spaceshied-catalog/images/22_61.jpg,,476
매트 그레인 마그넷 링크 실리콘 스트랩 22mm,보이스캐디 Gift SET,실리콘,22mm,마그네틱,,https://heyjyu.github.io/spaceshied-catalog/images/22_62.jpg,,477
멜로우 플레인 버클 TPU 젤리 스트랩 22mm,보이스캐디 Gift SET,TPU,22mm,버클,,https://heyjyu.github.io/spaceshied-catalog/images/22_63.jpg,,478
듀오 매트 그레인 마그넷 링크 실리콘 스트랩 22mm,보이스캐디 Gift SET,실리콘,22mm,마그네틱,,https://heyjyu.github.io/spaceshied-catalog/images/22_64.jpg,,479
블로키 메탈 버클 실리콘 스트랩 22mm,보이스캐디 Gift SET,실리콘,22mm,버클,,https://heyjyu.github.io/spaceshied-catalog/images/22_65.jpg,,480
매시브 메탈 버클 실리콘 스트랩 22mm,보이스캐디 Gift SET,실리콘,22mm,버클,,https://heyjyu.github.io/spaceshied-catalog/images/22_66.jpg,,481
